"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"4341","2018-02-01","Trade deal with Britain must prevent unfair tax, labour competition - EU","The European Union is looking at ways to prevent Britain using low taxes, state subsidies or lower environmental and labour standards to gain a competitive edge over the EU after Brexit, EU diplomats said.","trade, deal, britain, must, prevent, unfair, tax, labour, competition, eu","european, union, looking, ways, prevent, britain, using, low, taxes, state, subsidies, lower, environmental, labour, standards, gain, competitive, edge, eu, brexit, eu, diplomats, said"
"4342","2018-02-01","UK and EU set for clash over citizens' rights during transition","Prime Minister Theresa May has warned that European Union citizens arriving in Britain after Brexit next year may lose some rights, setting up a clash with the EU over their treatment during any transition period.","uk, eu, set, clash, citizens, rights, transition","prime, minister, theresa, may, warned, european, union, citizens, arriving, britain, brexit, next, year, may, lose, rights, setting, clash, eu, treatment, transition, period"
"4343","2018-02-01","UK, China to hold joint trade and investment review","Chinese President Xi Jinping and British Prime Minister Theresa May agreed to hold a joint trade and investment review as the first step towards delivering an ambitious future trade agreement after Brexit, May's office said.","uk, china, hold, joint, trade, investment, review","chinese, president, xi, jinping, british, prime, minister, theresa, may, agreed, hold, joint, trade, investment, review, first, step, towards, delivering, ambitious, future, trade, agreement, brexit, may, s, office, said"
"4344","2018-02-01","EU cannot guarantee Britain's rights vs. third states after Brexit","The European Union cannot guarantee third countries will grant Britain the same benefits it currently enjoys from trade pacts and other agreements during the 21-month transition period after it quits the bloc.","eu, guarantee, britain, s, rights, vs, third, states, brexit","european, union, guarantee, third, countries, will, grant, britain, benefits, currently, enjoys, trade, pacts, agreements, month, transition, period, quits, bloc"
"4345","2018-02-01","Factbox - Parlez-vous Brexit? A 'Brexicon' of the UK-EU break-up","As Britain's Brexit negotiations with the European Union move into a new phase, the process has generated a new language all of its own, some of it colourful, much of it mystifying to the uninitiated.","factbox, parlez, vous, brexit, brexicon, uk, eu, break","britain, s, brexit, negotiations, european, union, move, new, phase, process, generated, new, language, colourful, much, mystifying, uninitiated"
"4346","2018-02-01","EU very clear on free movement during Brexit transition - Dombrovskis","The European Union has been very clear that freedom of movement is a condition for continued single market access during the transition period easing Britain out of the bloc, European Commission Vice President Valdis Dombrovskis said on Thursday.","eu, clear, free, movement, brexit, transition, dombrovskis","european, union, clear, freedom, movement, condition, continued, single, market, access, transition, period, easing, britain, bloc, european, commission, vice, president, valdis, dombrovskis, said, thursday"
"4347","2018-02-01","Reuters Graphic: British fishing could be on the hook post-Brexit","British fishermen hopeful of a post-Brexit boom may find life outside the European Union choppier than expected, a Reuters Graphic shows.","reuters, graphic, british, fishing, hook, post, brexit","british, fishermen, hopeful, post, brexit, boom, may, find, life, outside, european, union, choppier, expected, reuters, graphic, shows"
"4348","2018-02-01","EU holding line against passporting for British banks after Brexit","European Union negotiators see no room for discussion with Britain on maintaining ""passport"" access to EU financial markets for its banks after Brexit, but they are willing to look at free trade in the sector, diplomats said.","eu, holding, line, passporting, british, banks, brexit","european, union, negotiators, see, room, discussion, britain, maintaining, passport, access, eu, financial, markets, banks, brexit, willing, look, free, trade, sector, diplomats, said"
"4349","2018-02-01","EU car sales seen slowing in 2018 with Brexit risk - ACEA","Car sales growth in the European Union are likely to slow to 1 percent in 2018, the European Automobile Manufacturers Association (ACEA) said on Wednesday, saying stricter rules on car emissions and Brexit were threats to the industry.","eu, car, sales, seen, slowing, brexit, risk, acea","car, sales, growth, european, union, likely, slow, percent, european, automobile, manufacturers, association, acea, said, wednesday, saying, stricter, rules, car, emissions, brexit, threats, industry"
"4350","2018-01-31","Trade rules mean even soft Brexit may hit investment into UK - expert","The fine print of any future trade agreement between Britain and the European Union will have to be very carefully managed if London wants to avoid losing investment, a leading researcher on ""rules of origin"" in trade deals said on Wednesday.","trade, rules, mean, even, soft, brexit, may, hit, investment, uk, expert","fine, print, future, trade, agreement, britain, european, union, will, carefully, managed, london, wants, avoid, losing, investment, leading, researcher, rules, origin, trade, deals, said, wednesday"
"4351","2018-01-31","Ryanair to put Brexit clause into ticket sales for summer 2019","Irish budget airline Ryanair will put a ""Brexit clause"" into ticket sales for summer 2019, warning customers that their tickets will not be valid if the issue of aviation regulation after Britain's departure from the EU remains unresolved.","ryanair, put, brexit, clause, ticket, sales, summer","irish, budget, airline, ryanair, will, put, brexit, clause, ticket, sales, summer, warning, customers, tickets, will, valid, issue, aviation, regulation, britain, s, departure, eu, remains, unresolved"
"4352","2018-01-31","EU to put banks through Brexit mill in toughest stress test yet","European Union banks will face the toughest ""stress test"" of their ability to withstand theoretical shocks this year, including the impact of Britain's exit from the bloc, the EU's banking watchdog said on Wednesday.","eu, put, banks, brexit, mill, toughest, stress, test, yet","european, union, banks, will, face, toughest, stress, test, ability, withstand, theoretical, shocks, year, including, impact, britain, s, exit, bloc, eu, s, banking, watchdog, said, wednesday"
